0.325605437020687,-0.601640397875612,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.423454035951003,-0.519764872090606,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.514349531318021,-0.429354821475548,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.596799421600758,-0.331894776562017,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.669449881880221,-0.228985028593063,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.731107993607153,-0.122315352785244,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.780761332291625,-0.013637262266282,-0.460194236365692,-1.180398216278,-1.180398216278,-0.460194236365692,-1.180398216278,-0.460194236365692
0.817594591485182,0.0952647517220701,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.841002970090174,0.202602521120882,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.850602103177068,0.306613562724138,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.846234373245959,0.405590018104253,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.827971498301563,0.497906696600238,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.796113354245563,0.58204776090342,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.751183050922593,0.656631617064147,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.693918342671049,0.720433600226242,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
0.625259514417256,0.772406083590084,-1.180398216278,-0.460194236365692,-0.460194236365692,-1.180398216278,-0.460194236365692,-1.180398216278
